,Unnamed: 0,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
60464,415991,28999,2018.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,86243.0,clean,automatic,4wd,full-size,truck,white
60466,416001,31999,2018.0,ford,f-150,excellent,8 cylinders,gas,45508.0,clean,automatic,4wd,full-size,truck,black
60470,416018,4600,2011.0,kia,soul,excellent,4 cylinders,gas,105000.0,rebuilt,automatic,fwd,full-size,hatchback,green
60474,416050,11391,2010.0,toyota,rav4,excellent,4 cylinders,gas,121744.0,clean,automatic,fwd,mid-size,SUV,white
60482,416127,12350,2014.0,ford,escape,good,4 cylinders,gas,86129.0,clean,automatic,fwd,full-size,SUV,silver
60483,416128,16700,2014.0,bmw,3-series,good,4 cylinders,gas,62265.0,clean,automatic,4wd,compact,sedan,white
60486,416175,2495,2010.0,ford,focus,excellent,4 cylinders,gas,202100.0,clean,automatic,fwd,mid-size,sedan,blue
60489,416178,2495,2008.0,subaru,outback,excellent,4 cylinders,gas,233200.0,clean,automatic,4wd,mid-size,SUV,blue
60490,416179,3495,2011.0,ford,escape,excellent,4 cylinders,gas,134200.0,clean,automatic,fwd,mid-size,sedan,grey
60492,416209,4995,2010.0,ford,escape,excellent,4 cylinders,gas,149000.0,clean,automatic,fwd,mid-size,SUV,black
60495,416217,5995,2009.0,honda,civic lx,excellent,4 cylinders,gas,143236.0,clean,automatic,fwd,compact,sedan,silver
60498,416228,5500,2006.0,volkswagen,jetta,excellent,4 cylinders,gas,87606.0,clean,manual,fwd,mid-size,sedan,blue
60503,416251,8995,2014.0,jeep,patriot,good,4 cylinders,gas,164129.0,clean,automatic,4wd,full-size,SUV,silver
60505,416264,12997,2017.0,jeep,patriot,good,4 cylinders,gas,125917.0,clean,automatic,fwd,full-size,SUV,black
60506,416271,9995,2007.0,ford,f-150,good,8 cylinders,gas,166439.0,clean,automatic,rwd,full-size,truck,red
60507,416272,22995,2013.0,chevrolet,silverado 1500,good,8 cylinders,gas,117879.0,clean,automatic,4wd,full-size,truck,silver
60510,416279,14995,2006.0,ford,f-250 sd,good,8 cylinders,gas,247816.0,clean,automatic,4wd,full-size,truck,blue
60512,416283,22995,2014.0,gmc,sierra 1500,good,8 cylinders,gas,127639.0,clean,automatic,4wd,full-size,truck,white
60513,416285,2200,2007.0,chevrolet,malibu,good,4 cylinders,gas,213279.0,clean,automatic,fwd,full-size,sedan,silver
60526,416347,3495,2011.0,ford,escape,excellent,4 cylinders,gas,134200.0,clean,automatic,fwd,mid-size,sedan,grey
60527,416349,8999,2011.0,honda,civic,excellent,4 cylinders,gas,74740.0,clean,automatic,fwd,sub-compact,sedan,black
60528,416352,13999,2017.0,chevrolet,equinox,excellent,4 cylinders,gas,117256.0,clean,automatic,4wd,compact,SUV,grey
60529,416358,15999,2017.0,chevrolet,equinox,excellent,4 cylinders,gas,52201.0,clean,automatic,4wd,compact,SUV,grey
60532,416377,2995,2001.0,honda,civic lx,excellent,4 cylinders,gas,180000.0,clean,automatic,fwd,mid-size,sedan,brown
60533,416397,4695,2011.0,kia,soul,good,4 cylinders,gas,89500.0,rebuilt,manual,fwd,compact,hatchback,silver
60535,416401,550,2007.0,ford,focus,fair,4 cylinders,gas,139234.0,clean,automatic,fwd,compact,sedan,red
60536,416415,8500,2010.0,ford,suburban,good,8 cylinders,gas,219000.0,clean,automatic,4wd,full-size,SUV,custom
60540,416427,7650,2016.0,nissan,sentra,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,mid-size,sedan,white
60548,416474,3495,2011.0,ford,escape,excellent,4 cylinders,gas,134200.0,clean,automatic,fwd,mid-size,sedan,grey
60551,416495,7650,2013.0,nissan,altima 2.5 s,good,4 cylinders,gas,135000.0,clean,automatic,fwd,mid-size,sedan,black
60557,416514,3500,2002.0,gmc,sierra,good,8 cylinders,gas,232500.0,clean,automatic,4wd,full-size,pickup,black
60563,416523,4250,2007.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,203615.0,clean,automatic,4wd,full-size,pickup,white
60565,416527,399,2011.0,chevrolet,malibu,good,4 cylinders,gas,123570.0,clean,automatic,fwd,mid-size,SUV,black
60569,416544,8000,2009.0,ford,f-150,good,8 cylinders,gas,167137.0,clean,automatic,rwd,full-size,truck,brown
60581,416627,15000,2007.0,ram,3500,good,6 cylinders,diesel,197122.0,clean,automatic,4wd,full-size,truck,black
60586,416655,7000,2010.0,chevrolet,traverse,excellent,6 cylinders,gas,154000.0,clean,automatic,fwd,full-size,SUV,white
60598,416721,5200,2011.0,ford,edge,excellent,4 cylinders,gas,193290.0,clean,automatic,fwd,mid-size,SUV,silver
60610,416758,34000,2015.0,gmc,sierra,excellent,8 cylinders,gas,113849.0,clean,automatic,4wd,full-size,pickup,black
60612,416777,17995,2013.0,gmc,acadia,excellent,6 cylinders,gas,93870.0,clean,automatic,4wd,full-size,SUV,red
60617,416813,39995,2018.0,ram,1500,excellent,8 cylinders,gas,48192.0,clean,automatic,4wd,full-size,pickup,black
60619,416817,33995,2017.0,ford,super duty f-250 srw,excellent,8 cylinders,gas,145098.0,clean,automatic,4wd,full-size,pickup,silver
60620,416818,22995,2013.0,ford,super duty f-250 srw,excellent,8 cylinders,diesel,167552.0,clean,automatic,4wd,full-size,pickup,silver
60623,416824,16995,2016.0,chevrolet,cruze,excellent,4 cylinders,gas,40556.0,clean,automatic,fwd,compact,sedan,blue
60624,416826,20995,2013.0,ford,super duty f-250 srw,excellent,8 cylinders,diesel,148328.0,clean,automatic,4wd,full-size,pickup,silver
60626,416830,19995,2016.0,ford,mustang,excellent,6 cylinders,gas,72920.0,clean,automatic,rwd,sub-compact,coupe,blue
60627,416831,12995,2015.0,hyundai,elantra,excellent,4 cylinders,gas,60859.0,clean,automatic,fwd,mid-size,sedan,red
60628,416836,11995,2014.0,chevrolet,malibu,excellent,4 cylinders,gas,90289.0,clean,manual,fwd,mid-size,sedan,grey
60629,416837,14995,2014.0,chevrolet,camaro,excellent,6 cylinders,gas,102187.0,clean,automatic,rwd,compact,coupe,silver
60632,416845,15850,2018.0,hyundai,elantra,like new,4 cylinders,gas,16074.0,clean,automatic,fwd,mid-size,sedan,grey
60633,416853,14950,2012.0,ford,f-150,excellent,6 cylinders,gas,171840.0,clean,automatic,4wd,full-size,pickup,grey
60636,416905,20995,2014.0,chevrolet,suburban,excellent,8 cylinders,gas,117424.0,clean,automatic,rwd,full-size,SUV,black
60637,416906,16995,2018.0,kia,soul,excellent,4 cylinders,gas,39130.0,clean,automatic,fwd,mid-size,sedan,grey
60639,416909,12995,2015.0,hyundai,elantra,excellent,4 cylinders,gas,60859.0,clean,automatic,fwd,mid-size,sedan,red
60640,416910,14995,2013.0,ford,mustang,excellent,6 cylinders,gas,81390.0,clean,automatic,rwd,sub-compact,coupe,green
60649,416975,2500,2001.0,honda,civic,good,4 cylinders,gas,224000.0,clean,automatic,fwd,compact,sedan,white
60650,416977,16950,2013.0,ford,f-150,excellent,6 cylinders,gas,123784.0,clean,automatic,rwd,mid-size,truck,grey
60652,416981,25950,2019.0,ford,edge,excellent,4 cylinders,gas,38211.0,clean,automatic,fwd,mid-size,SUV,black
60653,416982,0,2019.0,ford,explorer,excellent,6 cylinders,gas,19126.0,clean,automatic,4wd,full-size,SUV,black
60654,416996,0,2019.0,ford,f-150,excellent,8 cylinders,gas,40832.0,clean,automatic,4wd,mid-size,truck,red
60668,417121,15800,2019.0,nissan,sentra,like new,4 cylinders,gas,18339.0,clean,automatic,fwd,mid-size,sedan,black
60670,417150,35950,2019.0,ford,f-150,excellent,6 cylinders,gas,36265.0,clean,automatic,4wd,mid-size,truck,blue
60678,417224,21000,2017.0,chevrolet,colorado,like new,4 cylinders,gas,60000.0,clean,automatic,rwd,mid-size,pickup,grey
60679,417239,6200,2004.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,205295.0,clean,automatic,rwd,full-size,truck,custom
60687,417263,43995,2017.0,ram,2500,good,6 cylinders,diesel,140237.0,clean,automatic,4wd,full-size,truck,black
60688,417264,17995,2011.0,gmc,sierra 2500hd,good,8 cylinders,diesel,111927.0,clean,automatic,rwd,full-size,truck,white
60690,417271,25950,2017.0,ford,edge,excellent,4 cylinders,gas,10172.0,clean,automatic,4wd,mid-size,SUV,grey
60695,417298,9500,2016.0,hyundai,elantra,excellent,4 cylinders,gas,33500.0,clean,automatic,fwd,compact,sedan,red
60696,417300,0,2019.0,chevrolet,camaro,excellent,6 cylinders,gas,28041.0,clean,automatic,rwd,compact,convertible,white
60704,417328,0,2018.0,chevrolet,suburban,excellent,8 cylinders,gas,59008.0,clean,automatic,4wd,full-size,SUV,white
60705,417329,0,2014.0,ram,1500,excellent,8 cylinders,gas,76250.0,clean,automatic,4wd,mid-size,truck,black
60707,417345,3750,2004.0,jeep,grand cherokee,good,8 cylinders,gas,183000.0,clean,automatic,4wd,full-size,SUV,green
60712,417358,7250,2000.0,toyota,4runner,good,6 cylinders,gas,202000.0,clean,manual,4wd,mid-size,SUV,custom
60716,417377,6595,2012.0,chrysler,200,excellent,4 cylinders,gas,88647.0,clean,automatic,fwd,mid-size,sedan,silver
60718,417379,6500,2007.0,honda,pilot,good,6 cylinders,gas,202000.0,clean,automatic,4wd,full-size,SUV,white
60719,417382,8450,2011.0,subaru,outback,excellent,4 cylinders,gas,120964.0,rebuilt,automatic,4wd,mid-size,wagon,silver
60737,417441,5900,2009.0,toyota,corolla le,excellent,4 cylinders,gas,145401.0,clean,automatic,fwd,compact,sedan,silver
60754,417505,7800,2007.0,ford,edge,excellent,6 cylinders,gas,90000.0,clean,automatic,4wd,full-size,SUV,green
60759,417515,2900,2008.0,ford,focus se,excellent,4 cylinders,gas,142000.0,clean,automatic,fwd,compact,sedan,green
60761,417523,12500,2001.0,ram,3500,good,5 cylinders,diesel,198300.0,clean,automatic,rwd,full-size,pickup,white
60763,417528,5800,2005.0,subaru,outback,excellent,4 cylinders,gas,128000.0,clean,automatic,4wd,full-size,wagon,blue
60768,417546,3500,2004.0,chevrolet,silverado,good,8 cylinders,gas,297000.0,clean,automatic,rwd,full-size,pickup,white
60773,417562,0,2014.0,hyundai,sonata,excellent,4 cylinders,gas,97199.0,clean,automatic,fwd,full-size,sedan,white
60775,417566,4500,2001.0,chrysler,town & country,fair,6 cylinders,gas,155000.0,clean,automatic,fwd,full-size,mini-van,blue
60777,417581,26999,2018.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,64949.0,clean,automatic,rwd,full-size,truck,silver
60785,417608,19999,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,276976.0,clean,automatic,4wd,full-size,pickup,white
60788,417676,2850,2007.0,volkswagen,jetta,good,4 cylinders,gas,175500.0,clean,automatic,fwd,mid-size,sedan,black
60789,417680,2500,2001.0,toyota,4runner,good,6 cylinders,gas,218000.0,clean,automatic,fwd,full-size,SUV,silver
60790,417682,2750,2008.0,volkswagen,jetta,good,4 cylinders,gas,186500.0,clean,automatic,fwd,full-size,sedan,white
60793,417707,22500,2011.0,chevrolet,silverado 1500,like new,8 cylinders,gas,60000.0,clean,automatic,4wd,full-size,truck,grey
60796,417720,5500,2010.0,nissan,altima,excellent,4 cylinders,gas,146000.0,clean,automatic,fwd,full-size,sedan,grey
60804,417777,6500,2006.0,toyota,tundra,good,8 cylinders,gas,168800.0,clean,automatic,4wd,full-size,truck,silver
60814,417809,7599,2010.0,honda,accord,excellent,4 cylinders,gas,85000.0,clean,automatic,fwd,full-size,sedan,silver
60826,417862,4999,2000.0,chevrolet,camaro,excellent,6 cylinders,gas,133000.0,clean,automatic,rwd,full-size,convertible,red
60830,417868,9200,2015.0,chrysler,200,excellent,4 cylinders,gas,83000.0,clean,automatic,fwd,compact,sedan,grey
60831,417869,7000,2007.0,ford,f-150,fair,8 cylinders,gas,130000.0,clean,automatic,rwd,full-size,pickup,blue
60842,417928,21980,2011.0,gmc,sierra,excellent,6 cylinders,gas,43500.0,clean,automatic,fwd,full-size,truck,white
60854,418005,39950,2020.0,ford,f-150,excellent,8 cylinders,gas,23811.0,clean,automatic,4wd,mid-size,truck,black
60856,418013,29750,2018.0,ford,f-150,excellent,6 cylinders,gas,62754.0,clean,automatic,4wd,mid-size,truck,silver
60859,418020,15950,2017.0,ford,escape,excellent,4 cylinders,gas,36305.0,clean,automatic,fwd,mid-size,SUV,yellow
60860,418026,22950,2018.0,ford,edge,excellent,4 cylinders,gas,52587.0,clean,automatic,4wd,mid-size,SUV,blue
60863,418045,5995,2008.0,subaru,outback,excellent,4 cylinders,gas,138596.0,clean,automatic,4wd,full-size,wagon,brown
60867,418069,41950,2019.0,ford,f-150,excellent,8 cylinders,gas,56803.0,clean,automatic,4wd,mid-size,truck,black
60869,418073,2750,2008.0,volkswagen,jetta,good,4 cylinders,gas,186500.0,clean,automatic,fwd,full-size,sedan,white
60870,418074,2500,2001.0,toyota,4runner,good,6 cylinders,gas,218000.0,clean,automatic,fwd,full-size,SUV,silver
60874,418086,3500,2007.0,honda,odyssey,excellent,6 cylinders,gas,180000.0,clean,automatic,fwd,full-size,mini-van,white
60876,418094,10995,2012.0,gmc,acadia,excellent,6 cylinders,gas,117900.0,clean,automatic,4wd,full-size,SUV,white
60880,418112,5900,2012.0,chevrolet,malibu,excellent,6 cylinders,gas,90000.0,clean,automatic,fwd,compact,sedan,silver
60882,418116,10499,2015.0,nissan,altima,excellent,4 cylinders,gas,91561.0,clean,automatic,fwd,mid-size,sedan,white
60886,418152,7500,2008.0,honda,pilot,excellent,6 cylinders,gas,90000.0,clean,automatic,4wd,mid-size,SUV,white
60887,418161,15400,2016.0,ford,mustang,like new,8 cylinders,gas,30565.0,clean,manual,rwd,mid-size,coupe,black
60888,418162,8500,2007.0,ford,f-150,good,8 cylinders,gas,178026.0,clean,automatic,4wd,full-size,truck,red
60889,418164,24750,2017.0,buick,enclave,excellent,6 cylinders,gas,57481.0,clean,automatic,4wd,full-size,SUV,white
60893,418173,22500,2017.0,ford,explorer,good,6 cylinders,gas,64529.0,clean,automatic,4wd,mid-size,SUV,black
60895,418179,8495,2013.0,hyundai,sonata,excellent,4 cylinders,gas,97256.0,clean,automatic,fwd,mid-size,sedan,black
60896,418181,15400,2016.0,ford,mustang,like new,8 cylinders,gas,40232.0,clean,automatic,rwd,mid-size,coupe,black
60897,418184,3600,2003.0,toyota,camry,good,4 cylinders,gas,196300.0,clean,automatic,fwd,mid-size,sedan,silver
60898,418188,8950,2015.0,nissan,altima,good,4 cylinders,gas,82496.0,clean,automatic,fwd,mid-size,sedan,grey
60899,418189,15400,2016.0,honda,accord,like new,6 cylinders,gas,40232.0,clean,automatic,rwd,mid-size,sedan,white
60901,418193,8900,2008.0,chevrolet,tahoe,excellent,8 cylinders,gas,160000.0,clean,automatic,4wd,full-size,SUV,black
60902,418194,5300,2004.0,jeep,grand cherokee,good,8 cylinders,gas,83000.0,clean,automatic,4wd,full-size,SUV,silver
60903,418208,5995,2013.0,chevrolet,impala,excellent,6 cylinders,gas,83000.0,clean,automatic,fwd,mid-size,sedan,grey
60912,418312,17950,2015.0,subaru,outback,excellent,4 cylinders,gas,64000.0,clean,automatic,4wd,full-size,wagon,white
60922,418403,24995,2014.0,toyota,tundra,excellent,8 cylinders,gas,77541.0,clean,automatic,4wd,full-size,pickup,blue
60923,418422,4500,2006.0,honda,civic,excellent,4 cylinders,gas,189859.0,clean,automatic,fwd,compact,coupe,brown
60924,418423,6995,2012.0,nissan,rogue,excellent,4 cylinders,gas,120536.0,clean,automatic,4wd,mid-size,SUV,grey
60928,418442,15995,2017.0,ford,escape,good,4 cylinders,gas,61866.0,clean,automatic,4wd,full-size,SUV,white
60934,418471,4000,2007.0,honda,accord,excellent,6 cylinders,gas,182352.0,clean,automatic,fwd,full-size,sedan,white
60942,418621,10995,2011.0,chevrolet,traverse,excellent,6 cylinders,gas,80329.0,clean,automatic,4wd,full-size,SUV,green
60943,418625,5800,2009.0,chevrolet,colorado,excellent,5 cylinders,gas,208510.0,clean,automatic,fwd,compact,pickup,white
60945,418628,4995,2007.0,honda,odyssey,excellent,6 cylinders,gas,202311.0,clean,automatic,fwd,mid-size,mini-van,grey
60946,418630,4600,2005.0,ford,explorer,excellent,6 cylinders,gas,214421.0,clean,automatic,fwd,mid-size,SUV,silver
60947,418631,4995,2005.0,nissan,altima,excellent,4 cylinders,gas,139574.0,clean,automatic,fwd,mid-size,sedan,grey
60948,418632,5300,2007.0,toyota,sienna,excellent,6 cylinders,gas,211380.0,clean,automatic,fwd,mid-size,mini-van,white
60949,418633,6500,2008.0,toyota,rav4,excellent,4 cylinders,gas,202823.0,clean,automatic,fwd,compact,SUV,blue
60951,418637,4500,2011.0,toyota,camry,excellent,4 cylinders,gas,203629.0,clean,automatic,fwd,mid-size,sedan,grey
60952,418638,5500,2008.0,ford,fusion,excellent,6 cylinders,gas,160730.0,clean,automatic,fwd,mid-size,sedan,black
60955,418641,4500,2003.0,toyota,corolla,excellent,4 cylinders,gas,171720.0,clean,automatic,fwd,compact,sedan,blue
60956,418642,4900,2002.0,toyota,camry,excellent,6 cylinders,gas,213755.0,clean,automatic,fwd,mid-size,sedan,silver
60959,418685,21500,2014.0,toyota,tacoma,good,6 cylinders,gas,96000.0,clean,automatic,rwd,full-size,truck,silver
60961,418742,9995,2011.0,chevrolet,express,good,8 cylinders,gas,270211.0,clean,automatic,rwd,full-size,truck,white
60962,418755,6800,2012.0,nissan,altima,good,4 cylinders,gas,102600.0,clean,automatic,fwd,mid-size,sedan,white
60966,418838,26999,2018.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,64949.0,clean,automatic,rwd,full-size,truck,silver
60967,418842,19999,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,276976.0,clean,automatic,4wd,full-size,pickup,white
60968,418869,21995,2015.0,gmc,sierra 1500,excellent,8 cylinders,gas,125888.0,clean,automatic,4wd,full-size,truck,custom
60972,418878,5900,2010.0,toyota,camry,excellent,4 cylinders,gas,154000.0,clean,automatic,fwd,full-size,sedan,silver
60979,418891,14999,2016.0,ford,fusion se,excellent,4 cylinders,gas,61724.0,clean,automatic,fwd,mid-size,sedan,white
60980,418893,9499,2015.0,ford,focus se,like new,4 cylinders,gas,79504.0,clean,automatic,fwd,mid-size,sedan,grey
60988,418949,7000,2014.0,chevrolet,cruze lt,fair,4 cylinders,gas,102895.0,clean,automatic,4wd,full-size,sedan,green
60990,418959,6995,2013.0,dodge,charger,good,8 cylinders,gas,159000.0,clean,automatic,rwd,full-size,sedan,blue
60994,419006,3200,2001.0,honda,civic lx,good,4 cylinders,gas,187530.0,clean,manual,fwd,compact,coupe,white
60995,419015,1099,2004.0,toyota,camry,fair,4 cylinders,gas,177599.0,clean,automatic,fwd,mid-size,sedan,black
60996,419018,20000,2008.0,toyota,tundra,good,8 cylinders,gas,90844.0,clean,automatic,4wd,full-size,pickup,brown
61000,419041,3700,2009.0,honda,civic,like new,4 cylinders,gas,207000.0,clean,automatic,fwd,compact,sedan,blue
61002,419043,4699,2012.0,nissan,altima 2.5 s,like new,4 cylinders,gas,166000.0,clean,automatic,fwd,mid-size,sedan,blue
61003,419045,3499,2008.0,honda,civic lx,new,4 cylinders,gas,228000.0,clean,automatic,fwd,mid-size,sedan,brown
61010,419057,7995,2015.0,chevrolet,cruze lt,excellent,4 cylinders,gas,55121.0,clean,automatic,fwd,mid-size,sedan,silver
61019,419105,3,2013.0,dodge,grand caravan,excellent,6 cylinders,gas,159000.0,clean,automatic,fwd,mid-size,mini-van,white
61026,419166,2995,2008.0,nissan,versa,excellent,4 cylinders,gas,162270.0,clean,manual,fwd,mid-size,sedan,silver
61030,419217,5895,2011.0,toyota,camry,good,4 cylinders,gas,140321.0,clean,automatic,fwd,full-size,sedan,black
61031,419244,3200,2004.0,ford,explorer,good,8 cylinders,gas,191000.0,clean,automatic,rwd,mid-size,SUV,black
61033,419254,26900,2019.0,dodge,charger,like new,6 cylinders,gas,24232.0,clean,automatic,rwd,mid-size,sedan,blue
61037,419313,9499,2015.0,chevrolet,equinox,good,4 cylinders,gas,118000.0,clean,automatic,4wd,mid-size,SUV,black
